"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"29-May-2026","POLICYBZR","PB Fintech Limited","APT UNIVERSAL - FONDS","BUY","5,729","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","WASATCH EMERGING MARKETS SELECT MASTER FUND LTD","BUY","37,500","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","WASATCH ADVISORS LP","BUY","682","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","BNP PARIBAS FINANCIAL MARKETS","BUY","1,64,114","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLOYEES RETIREMENT SYSTEM","BUY","1,13,588","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","GHISALLO MASTER FUND LP","BUY","2,73,524","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","GOLDMAN SACHS BANK EUROPE SE","BUY","3,28,228","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","KOTAK SECURITIES LIMITED","BUY","22,490","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","LOS ANGELES CITY EMPLOYEES RETIREMENT SYSTEM","BUY","1,03,269","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","MATTHEWS ASIA FUNDS EMERGING MARKETS EX CHINA EQUITY FUND","BUY","1,968","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","MATTHEWS ASIA FUNDS-ASIA SMALL COMPANIES FUND","BUY","26,426","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","MATTHEWS EMERGING MARKETS DISCOVERY ACTIVE ETF","BUY","6,584","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","MATTHEWS EMERGING MARKETS EX CHINA ACTIVE ETF","BUY","25,814","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","MATTHEWS EMERGING MARKETS SMALL COMPANIES FUND","BUY","1,49,552","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","METZLER ASSET MANAGEMENT GMBH FOR MI-FONDS 415","BUY","12,000","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","2,22,322","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","NATIONAL PENSION SYSTEM (NPS) TRUST","BUY","3,80,728","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","SEI TRUST COMPANY AS TRUSTEE OBO WASATCH EMERGING MARKETS SELECT CIT","BUY","1,75,000","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","SEI TRUST COMPANY AS TRUSTEE OBO WASATCH EMERGING MARKETS SMALL CAP CIT","BUY","13,769","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","SOCIETE GENERALE","BUY","4,34,134","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","ST JAMES'S PLACE EMERGING MARKETS EQUITY UNIT TRUST","BUY","4,67,500","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","TATA MUTUAL FUND","BUY","2,18,819","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","TEACHERS RETIREMENT SYSTEM OF THE STATE OF ILLINOIS","BUY","1,16,475","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","VIRIDIAN ASIA OPPORTUNITIES MASTER FUND","BUY","4,37,639","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","WASATCH ADVISORS INC A/C WASATCH EMERGING MARKETS SMALL CAP FUND","BUY","29,171","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","WASATCH ADVISORS INC. A/C WASATCH EMERGING MARKETS SELECT FUND","BUY","32,975","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","YASHISH DAHIYA","SELL","4,00,000","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","YASHISH DAHIYA","SELL","22,00,000","1,751.00",
"29-May-2026","POLICYBZR","PB Fintech Limited","ALOK BANSAL","SELL","12,00,000","1,751.00",
